Subject Area,Name,Table,Column,Folder
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - MTD Summary,GL Account,Report Flag,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - MTD Summary,Ledger,Ledger Name,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - MTD Summary,Ledger,Ledger Currency,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - MTD Summary,Document Details,Accounting Class Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Segment1,Segment Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Segment1,Segment Description,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,Fact - SLA Transaction,SLA Amount,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Segment6,Segment Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,Ledger,Ledger Category Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Account,Group Account Number,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Account,Business Unit,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Journal Source,Journal Source Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Account,Report Flag,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Account,Division1,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,Ledger,Ledger Name,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,Ledger,Ledger Currency,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,GL Account,Division2,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Test Validation,Document Details,Accounting Class Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Fact - SLA Transaction,SLA Amount,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Fact - Daily Dollar Measures,Daily Dollar Budger Amount,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Fact - Daily Dollar Measures,Daily Dollar Forecast Amount,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Ledger,Ledger Category Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),GL Account,Group Account Number,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),GL Account,Business Unit,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),GL Journal Source,Journal Source Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),GL Account,Report Flag,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),GL Account,Division1,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Ledger,Ledger Name,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Ledger,Ledger Currency,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Document Details,Accounting Class Code,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
Financials - Subledger Accounting - Detail Transactions,Daily Dollar - Total (Day),Document Details,Accounting Ship Date,/shared/Global Reporting/Financials/AR/Daily Dollar Reports
RT Subledger,Daily Dollar Hide Section Filter,Dim - Accounting Date,Calendar Date,/shared/Global Reporting/Financials/AR/Filters
Financials - AR Transactions,Inter Company Invoices Paid Filter,Document Details,Transaction Number,/shared/Global Reporting/Financials/AR/Filters
Financials - AR Transactions,Inter Company Invoices Paid Filter,Customer Account,Customer Account Name,/shared/Global Reporting/Financials/AR/Filters
Financials - AR Transactions,Inter Company Invoices Paid Filter,AR Transaction Type,AR Transaction Type Code,/shared/Global Reporting/Financials/AR/Filters
Financials - AR Transactions,Inter Company Invoices Paid Filter,Facts - AR Transactions,AR Total Payment Amount,/shared/Global Reporting/Financials/AR/Filters
RT Order Fullfillment,Price Analysis Filter,Customer Site Bill To,Customer Account ID,/shared/Global Reporting/Financials/AR/Filters
RT Order Fullfillment,Price Analysis Filter,Customer Site Bill To,Operating Unit,/shared/Global Reporting/Financials/AR/Filters
RT Order Fullfillment,Price Analysis Filter,Customer Site Bill To,Business Unit,/shared/Global Reporting/Financials/AR/Filters
RT Order Fullfillment,Price Analysis Filter,Customer,Customer Type,/shared/Global Reporting/Financials/AR/Filters
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Journal Source,Journal Source Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Event Class Code,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Accounting Class Code,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Order Number,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Order Date,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Transaction Number,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Invoice Date,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Invoice Receipt Date,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Source Line Item Text,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Journal Category Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Journal Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Journal Line Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Accounting Date,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Claim Number,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Claim Date,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Customer Account,Customer Account Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Supplier,Supplier Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Supplier Account,Supplier Account Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Fact - SLA Transaction,SLA Amount,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Account,Concatenated Segments,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Product,Product Number,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Segment8,Segment Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Organization,Organization Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Ledger,Ledger Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Natural Account,Account Code,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Segment1,Segment Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Report Segment,Segment,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Document Details,Account Document Id,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Segment2,Segment Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Customer Account,Customer Group,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,Customer Account,Top Customer,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Segment7,Segment Description,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,Account Analysis,GL Segment2,Segment Code,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Customer Account,Customer Account Name,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Sales Organization,Territory,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Customer Account,Customer Account Number,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Trade Fund,Short Name,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Product,Product Number,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Adjustment Type,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Utilization Type,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Sales Order Num,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Sales Order Date,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Sales Invoice Num,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,Sales Amount,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Fact - Trade Funds,Total Accrual Amount,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,GL Posted On,Fiscal Date,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,GL Posted On,Fiscal Year,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,Accrual Details,GL Posted Flag,/shared/Global Reporting/Financials/AR
Sales - Accruals,Accrual Adjustment Details,GL Posted On,Fiscal Period,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,AR Account Analysis,GL Journal Source,Journal Source Name,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,AR Account Analysis,Document Details,Event Class Code,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,AR Account Analysis,Document Details,Accounting Class Code,/shared/Global Reporting/Financials/AR
Financials - Subledger Accounting - Detail Transactions,AR Account Analysis,Document Details,Order Number,/shared/Global Reporting/Financials/AR
